<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.10	04:00:00	1.16881	1.16968	1.16862	1.16919	4369	0	0
2026.04.10	08:00:00	1.16919	1.16935	1.16774	1.16859	8541	0	0
2026.04.10	12:00:00	1.16864	1.17256	1.16848	1.17208	13357	0	0
2026.04.10	16:00:00	1.17208	1.17392	1.17136	1.17205	16730	0	0
2026.04.10	20:00:00	1.17205	1.17354	1.17188	1.17260	9784	0	0
2026.04.13	00:00:00	1.16698	1.16877	1.16641	1.16876	9403	0	0
2026.04.13	04:00:00	1.16878	1.16902	1.16804	1.16862	6473	0	0
2026.04.13	08:00:00	1.16862	1.17001	1.16780	1.16860	10229	0	0
2026.04.13	12:00:00	1.16860	1.16997	1.16806	1.16984	10296	0	0
2026.04.13	16:00:00	1.16983	1.17314	1.16964	1.17250	18268	0	0
2026.04.13	20:00:00	1.17250	1.17655	1.17248	1.17587	9522	0	0
2026.04.14	00:00:00	1.17578	1.17677	1.17494	1.17664	4538	0	0
2026.04.14	04:00:00	1.17664	1.17699	1.17563	1.17668	4299	0	0
2026.04.14	08:00:00	1.17668	1.17968	1.17581	1.17826	11437	0	0
2026.04.14	12:00:00	1.17826	1.18061	1.17819	1.18045	11486	0	0
2026.04.14	16:00:00	1.18046	1.18111	1.17875	1.17941	15556	0	0
2026.04.14	20:00:00	1.17941	1.17995	1.17905	1.17945	6467	0	0
2026.04.15	00:00:00	1.17931	1.18019	1.17867	1.17941	4858	0	0
2026.04.15	04:00:00	1.17941	1.17967	1.17789	1.17886	6173	0	0
2026.04.15	08:00:00	1.17886	1.17994	1.17828	1.17894	11189	0	0
2026.04.15	12:00:00	1.17894	1.17928	1.17720	1.17882	14317	0	0
2026.04.15	16:00:00	1.17881	1.18080	1.17841	1.18008	14729	0	0
2026.04.15	20:00:00	1.18008	1.18046	1.17927	1.17992	8261	0	0
2026.04.16	00:00:00	1.17980	1.18085	1.17921	1.18074	3465	0	0
2026.04.16	04:00:00	1.18074	1.18239	1.17969	1.18094	6549	0	0
2026.04.16	08:00:00	1.18094	1.18100	1.17765	1.17863	11121	0	0
2026.04.16	12:00:00	1.17863	1.17887	1.17725	1.17814	10475	0	0
2026.04.16	16:00:00	1.17815	1.17872	1.17669	1.17748	17048	0	0
2026.04.16	20:00:00	1.17749	1.17858	1.17682	1.17819	8208	0	0
2026.04.17	00:00:00	1.17786	1.17876	1.17731	1.17790	3286	0	0
2026.04.17	04:00:00	1.17790	1.17853	1.17731	1.17826	4467	0	0
2026.04.17	08:00:00	1.17827	1.17955	1.17722	1.17938	8535	0	0
2026.04.17	12:00:00	1.17940	1.18373	1.17910	1.18352	12000	0	0
2026.04.17	16:00:00	1.18355	1.18492	1.17920	1.17988	23075	0	0
2026.04.17	20:00:00	1.17988	1.17988	1.17601	1.17630	11580	0	0
2026.04.20	00:00:00	1.17356	1.17569	1.17290	1.17546	8489	0	0
2026.04.20	04:00:00	1.17545	1.17625	1.17507	1.17592	6715	0	0
2026.04.20	08:00:00	1.17592	1.17718	1.17471	1.17611	12714	0	0
2026.04.20	12:00:00	1.17610	1.17753	1.17553	1.17651	11323	0	0
2026.04.20	16:00:00	1.17651	1.17894	1.17611	1.17857	18048	0	0
2026.04.20	20:00:00	1.17857	1.17902	1.17787	1.17867	7982	0	0
2026.04.21	00:00:00	1.17809	1.17909	1.17808	1.17829	4262	0	0
2026.04.21	04:00:00	1.17829	1.17862	1.17733	1.17755	5199	0	0
2026.04.21	08:00:00	1.17755	1.17823	1.17570	1.17653	10544	0	0
